LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AY
1701221194.068195,2351324.000,58612,3,AY,1,100,-0.015
1701221194.108186,2351364.000,58628,2,AY,1,100,-0.019
1701221194.148179,2351404.000,58628,2,AY,1,100,-0.020
1701221194.188171,2351444.000,58646,3,AY,1,100,-0.019
1701221194.228163,2351484.000,58646,3,AY,1,100,-0.014
1701221194.268155,2351524.000,58646,3,AY,1,100,-0.023
1701221194.308147,2351564.000,58661,2,AY,1,100,-0.020
1701221194.348139,2351604.000,58661,2,AY,1,100,-0.020
1701221194.388131,2351644.000,58677,3,AY,1,100,-0.017
1701221194.428123,2351684.000,58677,3,AY,1,100,-0.016
1701221194.468115,2351724.000,58677,3,AY,1,100,-0.016
1701221194.508107,2351764.000,58694,3,AY,1,100,-0.015
1701221194.548099,2351804.000,58694,3,AY,1,100,-0.013
1701221194.588091,2351844.000,58694,3,AY,1,100,-0.018
1701221194.628083,2351884.000,58711,2,AY,1,100,-0.019
1701221194.668075,2351924.000,58711,2,AY,1,100,-0.016
1701221194.708067,2351964.000,58729,3,AY,1,100,-0.015
1701221194.748059,2352004.000,58729,3,AY,1,100,-0.017
1701221194.788051,2352044.000,58729,3,AY,1,100,-0.015
1701221194.828043,2352084.000,58745,2,AY,1,100,-0.018
1701221194.868035,2352124.000,58745,2,AY,1,100,-0.020
1701221194.908027,2352164.000,58761,3,AY,1,100,-0.017
1701221194.948019,2352204.000,58761,3,AY,1,100,-0.023
1701221194.988011,2352244.000,58761,3,AY,1,100,-0.021
1701221195.028003,2352284.000,58778,2,AY,1,100,-0.016
1701221195.067995,2352324.000,58778,2,AY,1,100,-0.014
1701221195.107987,2352364.000,58801,6,AY,1,100,-0.015
1701221195.147979,2352404.000,58801,6,AY,1,100,-0.020
1701221195.187971,2352444.000,58801,6,AY,1,100,-0.017
